site	x	y	road_len	area	rd_dens	prec_mean	prec_sd	prec_cv	Ave_catchment_order	Ave_river_protect	Ave_imperviousness	Ave_natural_cover	Ave_pressure_sum	ave_logNconcen	mean_C_percent	mid_pH	masr	mat	elev	ALP	BG	BGC	BGL	BL	BRock	GY	HCPYB	HCYB	ice	IRENYB	IYBBL	IYBLRE	IYBLYB	IYBRE	IYGRE	IYGYB	lake	LIT	MSoil	OR	POD	PYB	PYBL	PYBP	PYBP/YBL	R/YP/YBL	RE	RE/YBP	REND	rive	RL	SAGY	SAOR	SKele	town	UYB	UYG	YB	YBL	YBL/YB	YBP	YBP/YBL	YBS	YBST	YG	artificial2	bare2	water2	cropland2	grassland2	scrub2	forest2	artificial3	bare3	water3	cropland3	grassland3	scrub3	forest3	bare	scrub	exotic_grassland	ind_forest	tussock	plantations	urban	freshwater	marine	high_alt	low_alt	urbanised	aquatic_veg	Alpine Grass/Herbfield	Broadleaved Indigenous Hardwoods	Built-up Area (settlement)	Coastal Sand and Gravel	Deciduous Hardwoods	Depleted Grassland	Exotic Forest	Fernland	Flaxland	Forest - Harvested	Gorse and/or Broom	Gravel and Rock	Herbaceous Freshwater Vegetation	High Producing Exotic Grassland	Indigenous Forest	Lake and Pond	Landslide	Low Producing Grassland	Mangrove	Manuka and/or Kanuka	Matagouri or Grey Scrub	Mixed Exotic Shrubland	Orchard Vineyard & Other Perennial Crops	Permanent Snow and Ice	River	Short-rotation Cropland	Sub Alpine Shrubland	Surface Mines and Dumps	Tall Tussock Grassland	Transport Infrastructure	Urban Parkland/Open Space	Richness	Rapaport node
wkOKU	175.0401930613041	-38.04765289986791	0	48.09	0.725642025	2211.5	0.5	0	3	0.2019	0.0032989	0.246759	0.629096	-0.263848919	22.1499996	6.35000015	12.7800999	12.4025002	313	0	0	266.2931125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.7024125	0	0	0	0	0	0	0	0	0	0	31.87244921	0.193067197	16.02312327	0	0	0	0	31.92	0	16.17	0	0	31.92	16.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.92	16.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881	20
WKR	177.19163677427682	-38.85616145337368	87033.4	42784.51	0.198450193	2107.06	311.71	0.148	3.302325581	0.212523256	0.004200223	0.935254919	0.665738256	-0.305167657	12.43663339	6.162376194	14.4754	13.2888002	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5543.304638	0	0	0	0	0	0	54402.76476	0	0	340.8593938	0	0	0	0	0	0	0	0	0	0	8596.081725	0	0	7175.44585	0	0	0	0	29.9762702	36.22984242	5676.835934	0	2306.753	4502.602032	30232.10929	29.83	35.34	5633.31	0	2241.69	4580.98	30263.32	35.34	1580.87	2021	33197.52	59.15	68.1	29.83	5792.66	0	6.55	59.44	20.36	161.54	0	3002.3	16.08	0	28.73	0	39.37	8.9	2.19	0	0	6.55	159.35	2021	30195.22	5630.41	28.79	59.15	0	1569.49	0.29	0	0	0	2.9	0	0	0	0	9.47	4.28	1663	12
wkWK	174.98215009849687	-38.0624988309899	0	77.2	0.402858585	1717.67	20.81	0.012	4	0.1469	0.0146886	0.195292	0.590551	0.4848488	20.6499996	6.5	13.1722002	13.9913998	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.6214063	473.3717625	0	0	0	0	0	0	0	0	0	0	3.223922326	0	73.97677185	0	0	0	0	3.05	0.21	73.93	0	0.21	3.05	73.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	3.05	73.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2706	21
WMR	172.59167529788624	-43.52152605165215	37332.05	1045.14	4.10084343	496.19	4.38	0.009	3.2	0.0142	0.237714	0.0007491	0.2053682	-0.498840833	7.628571086	5.228571343	13.2792997	12.0363998	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2643.271406	0	0	0	0	0	0	0	11119.52698	0	0	0	0	0	0	0	0	0	0	450.130033	0	0	141.7419423	443.5723046	0	9.697018227	450.01	0	0	141.72	443.72	0	9.69	0	0	585.44	0	0	9.69	450.01	0	0	0	0	441.66	0	0	0	256.91	0	0	0	9.69	0	0	0	0	0	0	443.72	0	0	0	0	0	0	0	0	0	0	0	141.72	0	8.35	0	0	184.75	1307	5
WMU	175.52106110753942	-37.026062071053495	1227.11	910.93	0.12035957	1344.25	97.04	0.072	2.833333333	0.277916667	0.003445017	0.992103833	0.735083833	-0.073030286	22.8999996	5.233333211	13.6034002	14.7700996	17	0	0	9816.857625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.325073543	0	0	0	9.841491832	89.68488313	807.0765589	4.31	0	0	0	9.81	89.61	807.2	0	82.16	9.81	813.71	0	0.94	4.31	0	0	0	0	4.31	0	0	7.45	3.81	0	0	0	0.94	0	0	0	0	0	0	9.81	806.26	0	0	0	0	82.16	0	0	0	0	0	0	0	0	0	0	0.5	1403	20
WN	174.84011540985546	-37.81567170984284	3444.63	392.59	0.4079822	1421.29	1.18	0.001	1.714285714	0.284142857	0.023152314	0.676680571	0.703005714	-0.521428363	22.8999996	5.8	12.8105001	14.6039	19	0	0	1158.554644	201.5730113	690.3389512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.300475	0	0	7.973450497	0	0	0	123.3565092	34.41943503	226.8431587	8.67	0	0	0	120.41	36.88	226.64	0	27.71	120.41	233	0	2.81	8.67	0	0	0	0	8.67	0	0	9.17	8.67	0	0	0	2.81	0	0	0	0	0	0	120.41	223.83	0	0	0	0	27.71	0	0	0	0	0	0	0	0	0	0	0	2186	20
WP	176.4455925065007	-39.862254611992014	105436.16	27460.09	0.37216866	1640.59	371.6	0.227	3.161290323	0.438877419	0.005971643	0.785445238	0.724616817	0.319255316	18.07314019	4.897520716	14.0614004	12.2755003	212	0	0	0	0	0	7891.60165	179.1934813	0	0	0	0	0	0	8574.798165	0	0	0	0	0	0	0	0	0	0	0	0	0	1679.564702	0	0	5536.0844	0	0	0	0	0	0	0	39049.48111	7208.229869	0	302.9394625	0	0	0	1707.612957	0	658.0479772	74.7608991	0	11436.18849	2475.463928	12815.62836	0	650.43	75.06	0	11326.34	1944.3	13464.02	664.8	924.22	10856.93	13257	463.59	1212.73	0	80.88	0	1012.83	34.83	0	5.82	0	875.39	0	0	376.78	0	835.95	16.37	0	14.37	19.98	439.38	5.82	10856.93	12236.92	4.14	211.05	34.83	0	887.87	0	0	0	0	70.92	0	144.69	0	428.76	0	0	686	10
WPR	172.58973162544766	-43.05974431077123	168901.7	34609.1	0.482750326	686.29	99.81	0.145	3.4	0.182973333	0.01413746	0.125773844	0.602933489	0.042465374	16.83086382	6.206172769	13.3559999	11.7059002	159	0	0	0	0	0	0	106.2065688	0	0	0	0	0	0	0	0	1984.448619	77.8914875	0	0	0	0	0	0	0	0	0	0	1832.844117	0	2307.814108	0	0	0	0	338.6589438	0	520.0882	0	26543.45302	0	0	0	0	0	2136.045813	28499.79695	0	54.673785	5.145589472	965.9012896	26168.09872	2544.822693	4870.454255	0	54.29	8.17	965.3	22936.53	5430.96	5213.82	585.72	5214.86	8822.97	1245.3	15074.68	3653.19	0	12.35	0	52.99	17782.31	0	4.18	0	216.1	0	0	129.83	0	3523.36	0	0	531.43	548.42	52.99	4.18	7857.67	1029.2	5	1.3	15074.68	0	1958.81	2707.63	0	0	0	3.17	965.3	0	0	0	0	0	417	5
WS	175.054308761592	-37.01431366709895	152307.91	14959.63	1.035105586	1551.4	116.33	0.075	3.314285714	0.08464	0.038593809	0.318282057	0.527962829	-0.520463485	17.18602902	5.122058635	12.9783001	14.4538002	19	0	0	0	5194.934425	0	0	0	0	0	0	0	0	0	0	0	0	0	280.0507341	0	0	580.9918964	0	0	0	0	0	0	1133.314794	0	0	0	34.16711875	0	0	0	0	0	0	16359.44962	406.662525	0	0	0	0	0	0	13.26308208	0	191.7588862	4.316375246	7326.753485	1845.369966	5578.166821	28.4	0	191.94	8.66	7235.39	1901.76	5593.44	186.53	923.19	7219.03	3298.31	19.39	3087.17	28.4	197.57	0	0	19.39	18.95	5.63	0	978.57	18.95	0	0	0	3087.17	0	0	186.53	87.65	0	5.63	7210.37	2319.74	191.94	0	19.39	0	835.54	0	0	4.34	0	0	4.32	0	9.45	0	0	0	2881	21
WTT	175.03491974289366	-37.868477557816135	0	219.9	0.275642127	1519.67	10.3	0.007	3.333333333	0.141133333	0.0051378	0.339345667	0.681598667	0.754484594	21.1749997	5.77499985	12.6111002	14.1491003	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486.1662438	0	0	0	0	0	0	0	0	0	0	1284.346694	122.7349875	0	0	0	0	0	0	0	0	0	0	150.2485814	19.42684774	50.22486902	0	0	0	0	130.07	21.1	68.75	0	16.94	129.25	22.73	0.82	50.18	0	0	0	0	0.82	0	0	0	4.16	0	0	0	0	50.18	0	0	0	0.35	0	0	129.25	18.57	0	0	0.82	0	16.59	0	0	0	0	0	0	0	0	0	0	0	2123	21
